"","Chapter","Verse_Number","Text","Text_clean"
"14",5,14,"Wa ayyi cheyy al-yinchaaf yin’arif be l-sahiih. Achaan da, nuguulu «He ya l-naayim, gumm foog ! Gumm min ust al-maytiin wa l-Masiih yidaawi foogak».","wa ayyi cheyy alyinchaaf yinarif be lsahiih achaan da nuguulu he ya lnaayim gumm foog gumm min ust almaytiin wa lmasiih yidaawi foogak"
"15",5,15,"Fakkuru tamaam fi haalku. Ma ti’iichu be haal al-jaahiliin laakin be haal al-faahimiin.","fakkuru tamaam fi haalku ma tiiichu be haal aljaahiliin laakin be haal alfaahimiin"
"16",5,16,"Sawwu al-kheer be kulla daliil achaan al-zaman al-gaa’idiin foogah da fasil.","sawwu alkheer be kulla daliil achaan alzaman algaaidiin foogah da fasil"
"17",5,17,"Ma tabgo mataamiis laakin afhamo muraadat al-Rabb.","ma tabgo mataamiis laakin afhamo muraadat alrabb"
"18",5,18,"Ma taskaro be l-khamar achaan al-khamar yisabbib illa l-kharaab. Laakin khalli Allah yamlaaku be l-Ruuh al-Khudduus.","ma taskaro be lkhamar achaan alkhamar yisabbib illa lkharaab laakin khalli allah yamlaaku be lruuh alkhudduus"
"19",5,19,"Achchaaja’o ambeenaatku be tasaabiih wa anaachiid wa madih min al-Ruuh al-Khudduus. Sabbuhu wa amdaho le Rabbina be niiye waahide.","achchaajao ambeenaatku be tasaabiih wa anaachiid wa madih min alruuh alkhudduus sabbuhu wa amdaho le rabbina be niiye waahide"
"20",5,20,"Achkuru Allah Abuuna fi kulla wakit wa fi kulla cheyy be usum Rabbina Isa al-Masiih.","achkuru allah abuuna fi kulla wakit wa fi kulla cheyy be usum rabbina isa almasiih"
"21",5,21,"Abgo daluuliin ambeenaatku wa khalli ayyi waahid yikarrim al-aakhar fi chaan al-Masiih.","abgo daluuliin ambeenaatku wa khalli ayyi waahid yikarrim alaakhar fi chaan almasiih"
"22",5,22,"Asma’o ya l-awiin, khalli ayyi mara tikarrim raajilha misil hi tikarrim al-Rabb.","asmao ya lawiin khalli ayyi mara tikarrim raajilha misil hi tikarrim alrabb"
"23",5,23,"Achaan al-raajil hu ra’iis martah misil al-Masiih hu ra’iis ummatah. Wa ummatah hi jismah wa hu zaatah Munajji jismah.","achaan alraajil hu raiis martah misil almasiih hu raiis ummatah wa ummatah hi jismah wa hu zaatah munajji jismah"
"24",5,24,"Wa misil ummat al-Masiih tikarrim al-Masiih, khalli kulla mara tikarrim raajilha fi kulla cheyy.","wa misil ummat almasiih tikarrim almasiih khalli kulla mara tikarrim raajilha fi kulla cheyy"
"25",5,25,"Asma’o ya l-rujaal, hibbu awiinku misil al-Masiih yihibb ummatah al-fadaaha be ruuhah","asmao ya lrujaal hibbu awiinku misil almasiih yihibb ummatah alfadaaha be ruuhah"
"26",5,26,"achaan hi tabga umma saalhe. Hu naddafaaha be khattisiin fi almi wa be kalaam Allah","achaan hi tabga umma saalhe hu naddafaaha be khattisiin fi almi wa be kalaam allah"
"27",5,27,"achaan yigaddimha le nafsah umma samhe bilheen bala najaasa wa la wasakh wa la ayyi cheyy al-bitallifha lahaddi tabga khaassa leyah wa bala ayyi eeb.","achaan yigaddimha le nafsah umma samhe bilheen bala najaasa wa la wasakh wa la ayyi cheyy albitallifha lahaddi tabga khaassa leyah wa bala ayyi eeb"
"28",5,28,"Wa kulla raajil waajib yihibb martah misil yihibb jildah. Al-yihibb martah yihibb nafsah.","wa kulla raajil waajib yihibb martah misil yihibb jildah alyihibb martah yihibb nafsah"
"29",5,29,"Abadan ma fi raajil al-yakrah laham jismah. Be l-aks, hu yi’ayyichah wa yirayyisah misil al-Masiih yirayyis ummatah.","abadan ma fi raajil alyakrah laham jismah be laks hu yiayyichah wa yirayyisah misil almasiih yirayyis ummatah"
"30",5,30,"Wa ayyi waahid minnina udu min jismah.","wa ayyi waahid minnina udu min jismah"
"31",5,31,"Wa l-Kitaab buguul ‹Fi l-sabab da, ayyi raajil yikhalli ammah wa abuuh wa yilimm ma’a martah wa l-naaseen dool yabgo jisim waahid›.","wa lkitaab buguul fi lsabab da ayyi raajil yikhalli ammah wa abuuh wa yilimm maa martah wa lnaaseen dool yabgo jisim waahid"
"32",5,32,"Al-kalaam da sirr aziim. Ana nuguul leeku al-kalaam da bukhuss al-Masiih wa ummatah.","alkalaam da sirr aziim ana nuguul leeku alkalaam da bukhuss almasiih wa ummatah"
"33",5,33,"Wa bukhussuku intu kula. Khalli ayyi raajil minku yihibb martah misil yihibb nafsah wa ayyi mara waajib tikarrim raajilha.","wa bukhussuku intu kula khalli ayyi raajil minku yihibb martah misil yihibb nafsah wa ayyi mara waajib tikarrim raajilha"
